compound_formula,substructure,MP_id,paper_id,source_provenance,Tc_anchor_K,Tc_provenance_tier,Hc2_T_anchor,Hc2_anchor_type,Hc2_deviation_flag,Hc2_source,sample_form_commitment,predictor_method_scope,T_K,H_T,predicted_log_Jc,predicted_log_Jc_lower_95,predicted_log_Jc_upper_95,parent_match_uncertainty_envelope_dex,bootstrap_iterations,refusal_flag,withheld_log_Jc,withheld_log_Jc_lower_95,withheld_log_Jc_upper_95,withheld_reduced_field,withheld_reduced_temperature
Al0.022B2Mg0.978,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185,0.0064516129032258,
Al0.022B2Mg0.978,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,1.0,,,,0.0242485749384933,5000,H_below_validated_reduced_field,5.269431390263902,5.104680266782216,5.507922188052283,0.064516129032258,
Al0.022B2Mg0.978,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,5.0,4.980622895715926,4.66194451505004,5.268626383053967,0.1849636369458869,5000,,,,,,
Al0.022B2Mg0.978,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.973481303562738,4.690210189790752,5.310059050358187,0.0064516129032258,
Al0.022B2Mg0.978,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,1.0,,,,0.0241068248616995,5000,H_below_validated_reduced_field,4.915755500456068,4.614915624619084,5.263142104958129,0.064516129032258,
Al0.022B2Mg0.978,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,5.0,4.612819498687968,4.168798040936677,5.0282185091895455,0.1908853150581304,5000,,,,,,
Al0.022B2Mg0.978,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,26.719,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.660300939958743,4.155834051414945,5.187512659912651,0.0064516129032258,
Al0.022B2Mg0.978,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,26.719,1.0,,,,0.0229982893727207,5000,H_below_validated_reduced_field,4.599873645155032,4.081463547994479,5.136031846159431,0.064516129032258,
Al0.022B2Mg0.978,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,26.719,5.0,,,,0.1930856591809684,5000,T_above_validated_reduced_temperature,4.297455628538685,3.685194951121375,4.891752620310233,,0.77
Al0.02B2Mg0.98,conventional_AlB2,mp-763,,A1,36.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185,0.0064516129032258,
Al0.02B2Mg0.98,conventional_AlB2,mp-763,,A1,36.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,1.0,,,,0.0269497634137731,5000,H_below_validated_reduced_field,5.271544406272218,5.105592915823584,5.506751427124972,0.064516129032258,
Al0.02B2Mg0.98,conventional_AlB2,mp-763,,A1,36.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,5.0,4.981543337214,4.670757041964992,5.267720163001365,0.1860886993948609,5000,,,,,,
Al0.02B2Mg0.98,conventional_AlB2,mp-763,,A1,36.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.009059454988169,4.723314565722279,5.323057922571009,0.0064516129032258,
Al0.02B2Mg0.98,conventional_AlB2,mp-763,,A1,36.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,1.0,,,,0.0245466521897181,5000,H_below_validated_reduced_field,4.950439432026436,4.650266040146747,5.272012223741379,0.064516129032258,
Al0.02B2Mg0.98,conventional_AlB2,mp-763,,A1,36.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,5.0,4.645931099745012,4.21900389462887,5.033883906144396,0.1916882192385607,5000,,,,,,
Al0.02B2Mg0.98,conventional_AlB2,mp-763,,A1,36.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.259000000000004,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.656876601001858,4.118218026739378,5.168355920009565,0.0064516129032258,
Al0.02B2Mg0.98,conventional_AlB2,mp-763,,A1,36.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.259000000000004,1.0,,,,0.0242828755698587,5000,H_below_validated_reduced_field,4.602550385158409,4.053675634553142,5.115825918764208,0.064516129032258,
Al0.02B2Mg0.98,conventional_AlB2,mp-763,,A1,36.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.259000000000004,5.0,,,,0.1947552143120932,5000,T_above_validated_reduced_temperature,4.294212001559919,3.6492483996955145,4.879432148185523,,0.77
Al0.03B2Mg0.97,conventional_AlB2,mp-763,,A1,37.3,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185,0.0064516129032258,
Al0.03B2Mg0.97,conventional_AlB2,mp-763,,A1,37.3,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,1.0,,,,0.023854965423002,5000,H_below_validated_reduced_field,5.266214364520186,5.103264623835246,5.5094156914624905,0.064516129032258,
Al0.03B2Mg0.97,conventional_AlB2,mp-763,,A1,37.3,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,5.0,4.978240786087785,4.661485594406893,5.264406632650265,0.1846186285834665,5000,,,,,,
Al0.03B2Mg0.97,conventional_AlB2,mp-763,,A1,37.3,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.017475462598519,4.738871615227802,5.3275873451749005,0.0064516129032258,
Al0.03B2Mg0.97,conventional_AlB2,mp-763,,A1,37.3,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,1.0,,,,0.0246900026529282,5000,H_below_validated_reduced_field,4.956938597711241,4.665830741274884,5.27973591929788,0.064516129032258,
Al0.03B2Mg0.97,conventional_AlB2,mp-763,,A1,37.3,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,5.0,4.655156205122421,4.217202942642701,5.0331965211488745,0.1880097775768003,5000,,,,,,
Al0.03B2Mg0.97,conventional_AlB2,mp-763,,A1,37.3,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.721,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.65584882773663,4.171163973619355,5.167899849493845,0.0064516129032258,
Al0.03B2Mg0.97,conventional_AlB2,mp-763,,A1,37.3,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.721,1.0,,,,0.0236872504668923,5000,H_below_validated_reduced_field,4.592709253372747,4.090627346874213,5.11774532952097,0.064516129032258,
Al0.03B2Mg0.97,conventional_AlB2,mp-763,,A1,37.3,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.721,5.0,,,,0.1910663819353537,5000,T_above_validated_reduced_temperature,4.290045482041284,3.639968008202633,4.878752905592394,,0.77
Al0.044B2Mg0.956,conventional_AlB2,mp-763,,A1,34.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185,0.0064516129032258,
Al0.044B2Mg0.956,conventional_AlB2,mp-763,,A1,34.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,1.0,,,,0.02344083865363,5000,H_below_validated_reduced_field,5.268327380528502,5.102014001796972,5.508161317988524,0.064516129032258,
Al0.044B2Mg0.956,conventional_AlB2,mp-763,,A1,34.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,5.0,4.97994781687558,4.662443293737564,5.265395422341659,0.1828035983636553,5000,,,,,,
Al0.044B2Mg0.956,conventional_AlB2,mp-763,,A1,34.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.961989900734549,4.668342589629016,5.300174108532829,0.0064516129032258,
Al0.044B2Mg0.956,conventional_AlB2,mp-763,,A1,34.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,1.0,,,,0.0243274349561399,5000,H_below_validated_reduced_field,4.901028804227336,4.594734632841817,5.256210919367534,0.064516129032258,
Al0.044B2Mg0.956,conventional_AlB2,mp-763,,A1,34.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,5.0,4.596594530911205,4.145227964443689,5.0219676077812325,0.1880844851302727,5000,,,,,,
Al0.044B2Mg0.956,conventional_AlB2,mp-763,,A1,34.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,26.18,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.649100245221423,4.149299013502484,5.171153036866937,0.0064516129032258,
Al0.044B2Mg0.956,conventional_AlB2,mp-763,,A1,34.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,26.18,1.0,,,,0.02433581149974,5000,H_below_validated_reduced_field,4.594402797242099,4.080274997680359,5.130496398037151,0.064516129032258,
Al0.044B2Mg0.956,conventional_AlB2,mp-763,,A1,34.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,26.18,5.0,,,,0.1930840253041159,5000,T_above_validated_reduced_temperature,4.294118887560661,3.6687490617462255,4.895450638381949,,0.77
Al0.05B2Mg0.95,conventional_AlB2,mp-763,,A1,36.46666667,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016,0.0064516129032258,
Al0.05B2Mg0.95,conventional_AlB2,mp-763,,A1,36.46666667,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,1.0,,,,0.0250933492021498,5000,H_below_validated_reduced_field,5.271544406272218,5.102598161437979,5.50374824969933,0.064516129032258,
Al0.05B2Mg0.95,conventional_AlB2,mp-763,,A1,36.46666667,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,5.0,4.980622895715926,4.666310110214952,5.25712374031608,0.185451602314405,5000,,,,,,
Al0.05B2Mg0.95,conventional_AlB2,mp-763,,A1,36.46666667,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.005661691244728,4.734232757667157,5.321450392513073,0.0064516129032258,
Al0.05B2Mg0.95,conventional_AlB2,mp-763,,A1,36.46666667,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,1.0,,,,0.0244020206203927,5000,H_below_validated_reduced_field,4.944569661137445,4.665186810970564,5.276176653483256,0.064516129032258,
Al0.05B2Mg0.95,conventional_AlB2,mp-763,,A1,36.46666667,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,5.0,4.639133131953429,4.226427312998879,5.039496843586286,0.1926474699176728,5000,,,,,,
Al0.05B2Mg0.95,conventional_AlB2,mp-763,,A1,36.46666667,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.079333335900003,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.6491437734721055,4.232251118997718,5.168537597414918,0.0064516129032258,
Al0.05B2Mg0.95,conventional_AlB2,mp-763,,A1,36.46666667,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.079333335900003,1.0,,,,0.0250676103028792,5000,H_below_validated_reduced_field,4.592346949179463,4.161742304565974,5.129908095662392,0.064516129032258,
Al0.05B2Mg0.95,conventional_AlB2,mp-763,,A1,36.46666667,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.079333335900003,5.0,,,,0.1954352148280644,5000,T_above_validated_reduced_temperature,4.291641076058754,3.709548441839616,4.88920123042337,,0.77
Al0.06B2Mg0.94,conventional_AlB2,mp-763,,A1,37.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.549941092791016,0.0064516129032258,
Al0.06B2Mg0.94,conventional_AlB2,mp-763,,A1,37.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,1.0,,,,0.0246463674043102,5000,H_below_validated_reduced_field,5.26921092295497,5.104761269785125,5.50466141861311,0.064516129032258,
Al0.06B2Mg0.94,conventional_AlB2,mp-763,,A1,37.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,5.0,4.9763786985300005,4.661485594406893,5.263501015723233,0.1846186285834665,5000,,,,,,
Al0.06B2Mg0.94,conventional_AlB2,mp-763,,A1,37.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.0133238328376,4.74415382352567,5.33482029194912,0.0064516129032258,
Al0.06B2Mg0.94,conventional_AlB2,mp-763,,A1,37.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,1.0,,,,0.025315114451069,5000,H_below_validated_reduced_field,4.953051079322383,4.6667776759956325,5.284052518980359,0.064516129032258,
Al0.06B2Mg0.94,conventional_AlB2,mp-763,,A1,37.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,5.0,4.647034679595952,4.225152511042297,5.05425683790584,0.19362293800115,5000,,,,,,
Al0.06B2Mg0.94,conventional_AlB2,mp-763,,A1,37.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.49,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.6563582809529525,4.206167093770524,5.170100187862556,0.0064516129032258,
Al0.06B2Mg0.94,conventional_AlB2,mp-763,,A1,37.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.49,1.0,,,,0.0233009272656437,5000,H_below_validated_reduced_field,4.595250271087534,4.131364282217897,5.129487002325337,0.064516129032258,
Al0.06B2Mg0.94,conventional_AlB2,mp-763,,A1,37.0,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,28.49,5.0,,,,0.1970424605492375,5000,T_above_validated_reduced_temperature,4.289103604745754,3.681732165257126,4.8999787574294205,,0.7699999999999999
Al0.07B2Mg0.93,conventional_AlB2,mp-763,,A1,35.8,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016,0.0064516129032258,
Al0.07B2Mg0.93,conventional_AlB2,mp-763,,A1,35.8,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,1.0,,,,0.0239948834593759,5000,H_below_validated_reduced_field,5.269431390263902,5.1026131398903125,5.5039358646518375,0.064516129032258,
Al0.07B2Mg0.93,conventional_AlB2,mp-763,,A1,35.8,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,5.0,4.978391941810938,4.65997924780446,5.263524537620467,0.1856621626134105,5000,,,,,,
Al0.07B2Mg0.93,conventional_AlB2,mp-763,,A1,35.8,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.989987810441459,4.708071504738192,5.316192514934161,0.0064516129032258,
Al0.07B2Mg0.93,conventional_AlB2,mp-763,,A1,35.8,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,1.0,,,,0.0250471248404107,5000,H_below_validated_reduced_field,4.932052130194654,4.632078572594114,5.268964055041206,0.064516129032258,
Al0.07B2Mg0.93,conventional_AlB2,mp-763,,A1,35.8,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,5.0,4.628384700935478,4.186994981816402,5.046217814130137,0.1901293888564241,5000,,,,,,
Al0.07B2Mg0.93,conventional_AlB2,mp-763,,A1,35.8,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,27.566,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.646206872879994,4.111821570197525,5.167928716665624,0.0064516129032258,
Al0.07B2Mg0.93,conventional_AlB2,mp-763,,A1,35.8,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,27.566,1.0,,,,0.0247298108449625,5000,H_below_validated_reduced_field,4.591483985728242,4.032122838445882,5.11938055230761,0.064516129032258,
Al0.07B2Mg0.93,conventional_AlB2,mp-763,,A1,35.8,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,27.566,5.0,,,,0.1961131327926919,5000,T_above_validated_reduced_temperature,4.286636660203532,3.6271415704781913,4.89072158912341,,0.77
Al0.085B2Mg0.915,conventional_AlB2,mp-763,,A1,32.4,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185,0.0064516129032258,
Al0.085B2Mg0.915,conventional_AlB2,mp-763,,A1,32.4,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,1.0,,,,0.0233342602886832,5000,H_below_validated_reduced_field,5.269307678896171,5.109270978216732,5.506786674396561,0.064516129032258,
Al0.085B2Mg0.915,conventional_AlB2,mp-763,,A1,32.4,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,5.0,4.980801987065298,4.667268958449525,5.264489202289058,0.1843989497486449,5000,,,,,,
Al0.085B2Mg0.915,conventional_AlB2,mp-763,,A1,32.4,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.926990475384274,4.627491276771631,5.292550189259555,0.0064516129032258,
Al0.085B2Mg0.915,conventional_AlB2,mp-763,,A1,32.4,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,1.0,,,,0.0239856574734345,5000,H_below_validated_reduced_field,4.8691673557626745,4.551664221183088,5.242635175469861,0.064516129032258,
Al0.085B2Mg0.915,conventional_AlB2,mp-763,,A1,32.4,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,5.0,4.563843101185936,4.110099742058509,5.0056810933035205,0.1910774843446789,5000,,,,,,
Al0.085B2Mg0.915,conventional_AlB2,mp-763,,A1,32.4,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,24.948,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.655163285903798,4.219496600552518,5.17215532175352,0.0064516129032258,
Al0.085B2Mg0.915,conventional_AlB2,mp-763,,A1,32.4,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,24.948,1.0,,,,0.0239930586314489,5000,H_below_validated_reduced_field,4.600758396289692,4.148134282958605,5.126583893333505,0.064516129032258,
Al0.085B2Mg0.915,conventional_AlB2,mp-763,,A1,32.4,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,24.948,5.0,,,,0.1933649698058293,5000,T_above_validated_reduced_temperature,4.297332684805882,3.7158609806728418,4.894854490684743,,0.77
Al0.08B2Mg0.92,conventional_AlB2,mp-763,,A1,33.55,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.324105348641889,5.185994449096989,5.559330705252185,0.0064516129032258,
Al0.08B2Mg0.92,conventional_AlB2,mp-763,,A1,33.55,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,1.0,,,,0.0256688672082843,5000,H_below_validated_reduced_field,5.271544406272218,5.104036057933822,5.50942559614607,0.064516129032258,
Al0.08B2Mg0.92,conventional_AlB2,mp-763,,A1,33.55,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,5.0,4.980622895715926,4.66240692831103,5.266442531151321,0.1850087458433922,5000,,,,,,
Al0.08B2Mg0.92,conventional_AlB2,mp-763,,A1,33.55,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.951006438331306,4.648231483274939,5.305076035340955,0.0064516129032258,
Al0.08B2Mg0.92,conventional_AlB2,mp-763,,A1,33.55,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,1.0,,,,0.0242594907595679,5000,H_below_validated_reduced_field,4.892454796750105,4.576720817412639,5.2597963611630485,0.064516129032258,
Al0.08B2Mg0.92,conventional_AlB2,mp-763,,A1,33.55,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,5.0,4.587486408082513,4.135659250375783,5.020293106310528,0.191487760055133,5000,,,,,,
Al0.08B2Mg0.92,conventional_AlB2,mp-763,,A1,33.55,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,25.8335,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.651916221696753,4.130625747907775,5.1916127279380495,0.0064516129032258,
Al0.08B2Mg0.92,conventional_AlB2,mp-763,,A1,33.55,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,25.8335,1.0,,,,0.0250933492021498,5000,H_below_validated_reduced_field,4.595862274195376,4.058046181413017,5.140869075747453,0.064516129032258,
Al0.08B2Mg0.92,conventional_AlB2,mp-763,,A1,33.55,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,25.8335,5.0,,,,0.1966585583186546,5000,T_above_validated_reduced_temperature,4.2900619704331735,3.6570876362592784,4.902167443117816,,0.7700000000000001
Al0.09B2Mg0.91,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,0.1,,,,0.0,5000,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185,0.0064516129032258,
Al0.09B2Mg0.91,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,1.0,,,,0.0241882717625721,5000,H_below_validated_reduced_field,5.268327380528502,5.105592915823584,5.506751427124972,0.064516129032258,
Al0.09B2Mg0.91,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,4.2,5.0,4.978628899283534,4.666190369578961,5.266417610807262,0.1862888350268061,5000,,,,,,
Al0.09B2Mg0.91,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,0.1,,,,0.0,5000,H_below_validated_reduced_field,4.973481303562738,4.696973037039252,5.313528685521546,0.0064516129032258,
Al0.09B2Mg0.91,conventional_AlB2,mp-763,,A1,34.7,3DSC_MP,15.5,c_parent,±20-50%,S1_v3_2_2B_extension,,substructure_aggregate_median,20.0,1.0,,,,0.0240539672521249,5000,H_below_validated_reduced_field,4.915994615962407,4.6199971937729485,5.263218944877717,0.064516129032258,
